Neighborhood,Zip_Code,lat,lng,population,median_household_income,median_home_value,Less Than High School,High School Graduate,Associate's Degree,Bachelor's Degree,Master's Degree,Professional Degree,Doctorate Degree,ATM,Accessories Store,Antique Shop,Arts & Crafts Store,Astrologer,Auto Garage,Auto Workshop,Baby Store,Beer Store,Big Box Store,Board Shop,Bookstore,Boutique,Bridal Shop,Business Service,Camera Store,Candy Store,Carpet Store,Check Cashing Service,Cheese Shop,Child Care Service,Chocolate Shop,Clothing Store,Comic Shop,Construction & Landscaping,Convenience Store,Cosmetics Shop,Costume Shop,Department Store,Discount Store,Dry Cleaner,Electronics Store,Entertainment Service,Event Service,Fabric Shop,Farmers Market,Fireworks Store,Fish Market,Fishing Store,Flea Market,Floating Market,Flower Shop,Food & Drink Shop,Food Service,Fruit & Vegetable Store,Furniture / Home Store,Garden Center,Gift Shop,Gourmet Shop,Grocery Store,Gun Shop,Health & Beauty Service,Health Food Store,Herbs & Spices Store,Hobby Shop,Home Service,Hunting Supply,IT Services,Insurance Office,Jewelry Store,Kids Store,Kitchen Supply Store,Laundromat,Lawyer,Leather Goods Store,Lighting Store,Lingerie Store,Liquor Store,Locksmith,Marijuana Dispensary,Market,Massage Studio,Mattress Store,Medical Supply Store,Men's Store,Mobile Phone Shop,Motorcycle Shop,Motorsports Shop,Music Store,Notary,Optical Shop,Other Repair Shop,Outdoor Supply Store,Outlet Mall,Outlet Store,Paper / Office Supplies Store,Pawn Shop,Perfume Shop,Pet Store,Pharmacy,Photography Studio,Print Shop,Public Bathroom,Record Shop,Recording Studio,Rental Service,Shipping Store,Shoe Store,Shop & Service,Shopping Mall,Shopping Plaza,Smoke Shop,Smoothie Shop,Sporting Goods Shop,Stationery Store,Supermarket,Supplement Shop,Tailor Shop,Thrift / Vintage Store,Toy / Game Store,Vape Store,Video Game Store,Video Store,Warehouse Store,Wine Shop,Women's Store
Brazoria,77422,29.0,-95.6,13933,49262.0,100100.0,0.14652135623073534,0.6693086745926905,0.08641567591369441,0.07309555261999119,0.02025539409951563,0.004403346543372964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.06,0.07,0.03,0.0,0.04,0.05,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.03,0.01,0.0,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.04,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.06,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.02
Brookshire,77423,29.8,-96.0,9483,36667.0,90800.0,0.2539136418372613,0.5962497849647342,0.047479786685016345,0.08291759848615173,0.01909513160158266,0.0,0.0003440564252537416,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.03333333333333333,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.044444444444444446,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.15555555555555556,0.07777777777777778,0.0,0.0,0.011111111111111112,0.03333333333333333,0.011111111111111112,0.011111111111111112,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.03333333333333333,0.011111111111111112,0.022222222222222223,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.011111111111111112,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.022222222222222223,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.011111111111111112,0.011111111111111112,0.0,0.011111111111111112,0.0,0.0,0.0,0.011111111111111112,0.011111111111111112,0.0,0.0
East Cypress,77429,29.98,-95.66,72264,96695.0,187000.0,0.056849360170328586,0.4336355056081125,0.058056585965451386,0.31833446739392873,0.10112162251146864,0.019535108321078163,0.012467350029631908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.01,0.0,0.01,0.03,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.03,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.04,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.0,0.13,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.04,0.02,0.0
West Cypress,77433,29.96,-95.74,50539,89258.0,173100.0,0.08684301575818576,0.4074481804170729,0.07375837448494951,0.3096279055137923,0.08976818796590444,0.018022835215298964,0.014531500644796025,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.03,0.01,0.0,0.04,0.03,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.02,0.0,0.0,0.04,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0
Weston Lakes,77441,29.7,-95.9,4809,123703.0,378500.0,0.04516471838469713,0.3405951115834219,0.061902231668437835,0.3966524973432519,0.12805526036131776,0.011424017003188095,0.016206163655685443,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.04,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.01,0.02,0.0,0.04,0.02,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.0,0.02,0.0,0.0,0.01,0.05,0.0,0.04,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0
Guy,77444,29.3,-95.79,784,59808.0,82000.0,0.12478031634446395,0.8154657293497364,0.008787346221441127,0.0351493848857645,0.0,0.0,0.015817223198594025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,0.13043478260869565,0.0,0.0,0.0,0.17391304347826086,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.043478260869565216
Hempstead,77445,30.1,-96.1,11977,43066.0,133000.0,0.1975659229208925,0.5626774847870183,0.0486815415821501,0.1411764705882353,0.039486139283299526,0.0050033806626098715,0.0054090601757944565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.07462686567164178,0.0,0.0,0.0,0.0,0.0,0.014925373134328358,0.0,0.014925373134328358,0.0,0.11940298507462686,0.04477611940298507,0.0,0.0,0.0,0.029850746268656716,0.029850746268656716,0.0,0.0,0.0,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.014925373134328358,0.0,0.0,0.0,0.014925373134328358,0.0,0.029850746268656716,0.0,0.05970149253731343,0.0,0.0,0.0,0.0,0.0,0.07462686567164178,0.0,0.014925373134328358,0.029850746268656716,0.0,0.0,0.0,0.0,0.05970149253731343,0.0,0.0,0.0,0.014925373134328358,0.0,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.07462686567164178,0.0,0.0,0.0,0.0,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.014925373134328358,0.029850746268656716,0.0,0.014925373134328358,0.0,0.0,0.0,0.014925373134328358,0.014925373134328358,0.0,0.0,0.0,0.0,0.029850746268656716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1044776119402985,0.0,0.0,0.0
Prairie View,77446,30.1,-95.9,5217,33897.0,111500.0,0.17181208053691274,0.3436241610738255,0.03355704697986577,0.2080536912751678,0.19731543624161074,0.0,0.04563758389261745,0.013157894736842105,0.0,0.0,0.0,0.0,0.013157894736842105,0.0,0.0,0.0,0.013157894736842105,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.013157894736842105,0.0,0.013157894736842105,0.0,0.23684210526315788,0.06578947368421052,0.0,0.0,0.0,0.039473684210526314,0.0,0.0,0.0,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013157894736842105,0.0,0.0,0.039473684210526314,0.0,0.013157894736842105,0.0,0.0,0.0,0.14473684210526316,0.013157894736842105,0.0,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013157894736842105,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.013157894736842105,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039473684210526314,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013157894736842105,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0
Hockley,77447,30.1,-95.8,11872,65682.0,120700.0,0.18211586901763224,0.6066750629722922,0.0677581863979849,0.10617128463476072,0.02846347607052897,0.0055415617128463475,0.0032745591939546603,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.13,0.04,0.0,0.0,0.01,0.08,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.05,0.01,0.0,0.0,0.0,0.01,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.0,0.0
Northeast Katy,77449,29.83,-95.73,94382,65420.0,118500.0,0.1585645432063108,0.5297579291297363,0.08949943137715037,0.1658212538585122,0.046464609996931236,0.0030326551979349067,0.006859577233424193,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.0,0.02,0.04,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.02,0.0,0.0,0.01,0.04,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0
Southeast Katy,77450,29.74,-95.74,71889,100957.0,191900.0,0.0459349593495935,0.3467705510388437,0.07892953929539295,0.3714995483288166,0.12441282746160795,0.013708220415537488,0.018744354110207768,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.02,0.03,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.02,0.0,0.0,0.02,0.05,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0
Kendleton,77451,29.445,-96.006,77,23438.0,70900.0,0.35211267605633795,0.647887323943662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.24074074074074073,0.05555555555555555,0.018518518518518517,0.0,0.018518518518518517,0.09259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.018518518518518517,0.018518518518518517,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.09259259259259259,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.018518518518518517,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0
Sienna Plantation - Missouri City,77459,29.53,-95.52,56274,104547.0,205500.0,0.03861412324781804,0.3709600634752711,0.07027241470510448,0.3435863528167152,0.12922507273208145,0.026262893414440627,0.02107907960856916,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.07,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.02,0.0,0.0,0.02,0.05,0.0,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.02,0.0
Needville,77461,29.4,-95.8,10679,59220.0,114900.0,0.22499612342998915,0.5607070863699798,0.0756706466118778,0.10513257869437123,0.02046828965731121,0.002015816405644286,0.011009458830826484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13725490196078433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1568627450980392,0.0196078431372549,0.0,0.0,0.0196078431372549,0.0784313725490196,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.0196078431372549,0.0,0.0,0.0392156862745098,0.0196078431372549,0.0,0.0,0.0,0.0,0.13725490196078433,0.0,0.0,0.09803921568627451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0196078431372549,0.0196078431372549,0.0,0.0,0.0,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.0,0.0,0.0
Orchard,77464,29.52,-96.03,221,49432.0,95000.0,0.1258741258741259,0.7272727272727273,0.06293706293706294,0.013986013986013986,0.02797202797202797,0.04195804195804196,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.029411764705882353,0.029411764705882353,0.0,0.0,0.08823529411764706,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.058823529411764705,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0
Pattison,77466,29.824,-95.993,690,60742.0,95000.0,0.4878957169459962,0.3649906890130354,0.01675977653631285,0.111731843575419,0.0037243947858473,0.0148975791433892,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.02666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.2,0.08,0.0,0.0,0.0,0.013333333333333334,0.013333333333333334,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.0,0.013333333333333334,0.0,0.08,0.0,0.02666666666666667,0.0,0.0,0.0,0.24,0.0,0.0,0.02666666666666667,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.0
South Richmond,77469,29.5,-95.7,35321,67088.0,152700.0,0.18908356952675429,0.4973804002404879,0.0625268401614704,0.16851326977583098,0.0614102894443013,0.01301211028085545,0.00807352057029975,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.02,0.0,0.04,0.1,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.04,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.0,0.01,0.01,0.02,0.03,0.02,0.0,0.06,0.01,0.0,0.0,0.0,0.0,0.03,0.02,0.02,0.01,0.0
Rosenberg,77471,29.5,-95.9,35241,43798.0,106900.0,0.2763797334359813,0.5514603281528172,0.05966414858297647,0.07640860318529567,0.033103979213780485,0.002502044940576433,0.0004811624885723909,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.05,0.03,0.02,0.0,0.03,0.09,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.02,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.08,0.0,0.01,0.04,0.03,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.05,0.01,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.01,0.02,0.01,0.0,0.02,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.04,0.0,0.0,0.0
San Felipe,77473,29.8,-96.2,97,20357.0,75000.0,0.3035714285714285,0.4821428571428572,0.14285714285714285,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679012345678,0.04938271604938271,0.012345679012345678,0.0,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.04938271604938271,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08641975308641975,0.06172839506172839,0.024691358024691357,0.0,0.012345679012345678,0.037037037037037035,0.0,0.012345679012345678,0.0,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.012345679012345678,0.012345679012345678,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.12345679012345678,0.024691358024691357,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679012345678,0.0,0.0,0.012345679012345678,0.012345679012345678,0.0,0.0,0.0,0.06172839506172839,0.012345679012345678,0.0,0.0,0.0,0.012345679012345678,0.024691358024691357,0.0,0.0,0.0,0.012345679012345678,0.0,0.0,0.012345679012345678,0.037037037037037035,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.012345679012345678,0.012345679012345678,0.0,0.012345679012345678,0.012345679012345678,0.0,0.0,0.024691358024691357,0.0,0.0,0.0,0.0,0.012345679012345678,0.0,0.0,0.0,0.04938271604938271,0.012345679012345678,0.0,0.0
Sealy,77474,29.8,-96.2,12782,56905.0,141500.0,0.19440680054207216,0.5786620672662314,0.07416533201921892,0.12541579401256622,0.021559689540470616,0.001971171615128742,0.0038191450043119383,0.0,0.0,0.0,0.0,0.012345679012345678,0.04938271604938271,0.012345679012345678,0.0,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.04938271604938271,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08641975308641975,0.06172839506172839,0.024691358024691357,0.0,0.012345679012345678,0.037037037037037035,0.0,0.012345679012345678,0.0,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.012345679012345678,0.012345679012345678,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.12345679012345678,0.024691358024691357,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679012345678,0.0,0.0,0.012345679012345678,0.012345679012345678,0.0,0.0,0.0,0.06172839506172839,0.012345679012345678,0.0,0.0,0.0,0.012345679012345678,0.024691358024691357,0.0,0.0,0.0,0.012345679012345678,0.0,0.0,0.012345679012345678,0.037037037037037035,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.012345679012345678,0.012345679012345678,0.0,0.012345679012345678,0.012345679012345678,0.0,0.0,0.024691358024691357,0.0,0.0,0.0,0.0,0.012345679012345678,0.0,0.0,0.0,0.04938271604938271,0.012345679012345678,0.0,0.0
Simonton,77476,29.6804,-95.9779,313,25000.0,133300.0,0.2733333333333333,0.48,0.02,0.14666666666666667,0.02666666666666667,0.0,0.05333333333333334,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.04,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.09,0.08,0.0,0.0,0.01,0.04,0.02,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.04,0.0,0.09,0.0,0.02,0.0,0.0,0.0,0.09,0.0,0.02,0.02,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.02,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
